450	157.23	0.67193	34.307	25.408	89.689	54.936	64.6	17.194	149.76	0.25276	0.0060774	1.9161	0.56137	0.37948	0.56002	0.00081448	3.0858	0.5685	0.34543	0.80842	0.11855	0.3355	1.731e-06	1.5539e-06	0.7963	0.53857	-6.7311	3881.1	0	26.873	2
450	189.2	0.83588	44.965	24.682	-21.08	79.55	76.873	12.481	175.24	0.36506	0.0062579	1.6445	0.63975	0.46985	0.40639	0.00074083	3.0085	0.62898	0.45647	0.83009	0.15665	0.36522	2.0513e-06	1.4449e-06	0.73646	0.63067	-15.008	4181.6	0	8.9556	2
450	194.26	0.96634	63.157	16.247	-87.32	83.856	93.82	9.3567	207.36	0.59029	0.0052166	1.434	0.72878	0.31062	0.36661	0.00083156	3.8689	0.56526	0.28293	0.7436	0.33132	0.48156	3.5663e-06	1.5485e-06	0.55762	0.94225	-19.289	1837.5	0	6.6107	2
450	196	0.8051	43.626	25.876	-50.284	85.369	73.999	13.738	48.255	0.35696	0.018195	1.5679	0.66804	0.32444	0.28092	0.0019424	6.2538	0.65623	0.45056	0.8095	0.54625	0.93226	1.3366e-05	1.7555e-05	0.55791	1.2164	-15.146	2908.9	0	4.7216	2
450	196.83	0.96058	59.308	16.488	-68.696	86.091	92.856	9.0637	272.99	0.52592	0.0051195	1.7126	0.61162	0.35813	0.48991	0.00071571	3.3781	0.62136	0.51755	0.84243	0.11105	0.31921	1.567e-06	1.3111e-06	0.80469	0.51027	-11.867	4029.1	0	30.508	2
450	211.07	0.89667	54.559	24.154	75.397	98.999	83.638	10.329	238.3	0.49408	0.0044898	1.5646	0.66438	0.41085	0.54419	0.00080659	2.3338	0.57557	0.54524	0.8648	0.10074	0.30904	1.4687e-06	1.3163e-06	0.82229	0.4801	-6.8771	3894.3	0	29.299	2
450	212.72	0.88525	48.216	22.426	-26.171	100.56	82.244	12.937	86.639	0.39237	0.016135	1.581	0.66521	0.48225	0.23821	0.0010301	9.9556	0.71792	0.40212	0.78145	0.35273	0.55141	4.6759e-06	3.2958e-06	0.54757	1.0656	-10.737	2877.6	0	0.70736	2
450	216.95	0.28938	36.77	35.197	-1.1663	104.59	52.187	15.435	115.46	0.35947	0.0058631	1.4019	0.73992	0.34181	0.38653	0.00094707	2.5523	0.62679	0.44603	0.82878	0.26336	0.46678	3.3508e-06	2.2818e-06	0.6178	0.88176	-12.658	5310.6	0	12.548	2
450	216.95	0.95479	60.352	17.941	65.254	104.59	91.909	10.476	196.67	0.55021	0.0080888	1.8325	0.57789	0.36532	0.35204	0.00092051	5.2897	0.64243	0.45022	0.80125	0.23325	0.43161	2.8649e-06	1.7307e-06	0.64463	0.80465	-9.8795	5143.7	0	12.051	2
450	216.95	0.95479	60.352	17.941	65.254	104.59	91.909	10.476	196.67	0.55021	0.0080897	1.8326	0.57786	0.3653	0.35199	0.00092048	5.2705	0.64324	0.45024	0.80144	0.23325	0.43161	2.8649e-06	1.7307e-06	0.64463	0.80465	-9.8795	5143.7	0	12.051	2
