54.936	0.50117	2.6352	0.80842	0.53857	2
79.55	0.27756	2.1284	0.83009	0.63067	2
83.856	0.14815	3.2194	0.7436	0.94225	2
85.369	0.3149	3.0822	0.8095	1.2164	2
86.091	0.15282	2.7923	0.84243	0.51027	2
98.999	0.18932	2.434	0.8648	0.4801	2
100.56	0.2683	2.0736	0.78145	1.0656	2
104.59	0.41976	2.9256	0.82878	0.88176	2
104.59	0.17359	2.7373	0.80125	0.80465	2
104.59	0.17359	2.7375	0.80144	0.80465	2
107.9	0.22584	1.8366	0.80021	1.1541	2
109.52	0.39482	2.8626	0.80427	0.86101	2
109.52	0.39482	2.8625	0.80445	0.86101	2
114.56	0.20764	2.5321	0.79622	1.1668	2
116.33	0.082586	3.0549	0.90571	0.65799	2
118.02	0.08187	2.0959	0.83663	0.18044	2
118.87	0.23422	2.1644	0.77478	0.67753	2
118.87	0.23422	2.1642	0.77454	0.67588	2
123.16	0.18478	2.831	0.85846	0.68185	2
133.06	0.080094	2.6914	0.79474	0.83966	2
134.06	0.1332	2.7956	0.7905	0.58587	2
134.06	0.1332	2.7955	0.79051	0.58587	2
135.97	0.31319	2.8085	0.78028	0.8318	2
135.97	0.31319	2.8086	0.78041	0.8318	2
136.78	0.30231	2.4636	0.81202	0.55961	2
136.78	0.30231	2.4637	0.81195	0.55961	2
136.78	0.15197	3.1508	0.84005	0.59971	2
145.21	0.1241	2.7319	0.86359	0.52767	2
145.21	0.1241	2.7318	0.86359	0.52767	2
150.16	0.20527	2.7968	0.84266	0.44979	2
153.04	0.1559	2.9187	0.83658	1.2977	2
178.56	0.27785	2.9517	0.76028	0.83647	2
178.56	0.27785	2.9516	0.76012	0.83647	2
207.17	0.14273	3.2817	0.85399	0.91213	2
188.65	0.11653	2.7751	0.7926	1.1515	2
28.433	0.69454	1.5905	0.73981	1.5369	2
154.42	0.12997	2.0988	0.8614	0.87662	2
22.609	0.5611	2.1337	0.68488	1.6536	2
138.16	0.066831	2.426	0.89381	0.52107	2
30.231	0.42224	1.8631	0.73751	1.6228	2
100.87	0.30095	2.9823	0.78855	1.7669	2
138.59	0.17666	2.7654	0.81611	0.89891	2
41.008	0.26398	2.9411	0.81352	1.8774	2
58.799	0.28008	2.7238	0.74293	1.6014	2
72.559	0.14266	2.9318	0.84792	1.2559	2
74.545	0.38982	2.2875	0.7651	1.1548	2
75.213	0.31086	2.0087	0.8553	1.0525	2
80.125	0.27762	2.1892	0.84905	1.0419	2
83.617	0.211	2.6737	0.77077	0.9514	2
100.21	0.2154	2.9833	0.79278	1.1806	2
113.14	0.12372	2.5586	0.85909	0.70183	2
115.7	0.30631	2.8769	0.80768	0.92669	2
115.7	0.1988	2.41	0.7987	0.53557	2
115.7	0.1988	2.41	0.79836	0.53557	2
119.05	0.29495	1.8219	0.82289	1.416	2
119.99	0.28351	3.054	0.7916	1.2229	2
123.49	0.18466	2.4681	0.82343	0.53429	2
123.49	0.18466	2.4682	0.82343	0.53429	2
124.35	0.22607	3.0052	0.82273	0.89158	2
125.21	0.18539	2.5142	0.8384	1.1667	2
127.82	0.12694	3.4057	0.73071	1.3884	2
131.76	0.14325	2.3975	0.84945	0.64497	2
131.76	0.14325	2.3978	0.84973	0.64497	2
133.2	0.08997	3.0165	0.88064	1.0213	2
135.09	0.15426	2.8636	0.86025	0.67858	2
146.18	0.33874	2.4327	0.78964	0.92808	2
153.95	0.28806	2.5696	0.80379	0.77786	2
156.84	0.24066	2.4704	0.81684	1.0417	2
156.84	0.16391	2.8162	0.78293	0.96692	2
156.84	0.098401	2.7862	0.88562	0.87655	2
163.79	0.234	2.9433	0.82762	0.70438	2
173.02	0.35175	2.6966	0.77817	0.93568	2
174.04	0.20806	2.6977	0.81276	0.12328	2
177.11	0.1111	3.0264	0.85607	0.89368	2
178.14	0.1289	3.0537	0.7664	0.90857	2
186.71	0.11545	2.8267	0.85727	0.57991	2
188.82	0.075843	2.8311	0.87431	0.91844	2
193.21	0.16776	2.9205	0.81504	0.79292	2
244.24	0.21314	3.2632	0.78293	0.094633	2
257.96	0.13971	2.8023	0.82012	0.76169	2
257.96	0.13971	2.8026	0.81885	0.76169	2
290.47	0.19491	2.7487	0.86108	0.87496	2
66.642	0.3283	2.7685	0.84842	1.1289	2
70.588	0.2525	2.9399	0.74112	0.68373	2
84.901	0.14717	0.21325	0.86967	0.81564	2
107.01	0.21362	2.7273	0.80335	0.71667	2
107.01	0.21362	2.7275	0.80348	0.71667	2
62.257	0.19952	2.7928	0.80427	1.3093	2
75.843	0.34425	2.171	0.79259	1.3381	2
27.673	0.27631	2.5709	0.68715	1.5336	3
69.152	0.12148	2.9628	0.77451	1.8817	2
128.27	0.20679	2.8814	0.83011	0.90099	2
128.27	0.20679	2.8812	0.83059	0.90099	2
132.99	0.11347	2.91	0.87703	1.137	2
132.99	0.11347	2.91	0.87703	1.137	2
60.355	0.12017	2.781	0.89571	0.90067	2
166.52	0.19308	2.508	0.84956	0.32367	2
65.62	0.20692	2.3916	0.84956	1.3061	2
89.869	0.41382	2.6519	0.78064	1.2537	2
106.9	0.35896	2.5708	0.75411	1.9218	2
123.7	0.12026	2.5429	0.88288	0.85932	2
131.34	0.20745	2.8697	0.82455	1.2176	2
147.36	0.25745	3.0936	0.75844	0.66618	2
151.21	0.15005	3.0153	0.75989	0.58852	2
28.111	0.56174	2.1183	0.72854	0.88379	2
71.163	0.52091	2.9115	0.82	0.9547	2
72.459	0.16651	2.4949	0.85474	0.51883	2
72.459	0.16651	2.4947	0.85426	0.51883	2
89.962	0.29054	2.486	0.81874	0.50127	2
89.962	0.29054	2.4855	0.81922	0.50127	2
102.11	0.14554	2.7051	0.83337	0.68798	2
108.57	0.30656	2.8146	0.74269	2.0893	2
110.96	0.11078	2.5775	0.80131	0.62567	4
110.96	0.11078	2.5774	0.80157	0.62567	2
115.94	0.18896	3.0773	0.84432	0.73066	2
121.96	0.41832	2.0716	0.73378	1.3488	2
132.4	0.12183	2.684	0.79462	0.9927	2
136.04	0.29433	2.5307	0.81478	0.82593	2
138.7	0.20242	2.6344	0.77479	0.63449	2
148.18	0.21758	2.6834	0.76275	0.88652	2
159.67	0.13488	2.5841	0.86382	0.68067	2
163.66	0.19031	2.9288	0.81008	1.2023	2
170.69	0.06794	2.6344	0.90742	0.41946	2
187.28	0.14102	3.0598	0.77487	1.3622	2
200.4	0.3086	3.0192	0.80274	0.90234	2
210.38	0.19553	3.2965	0.85852	1.1616	2
215.96	0.15819	2.5612	0.84429	0.79153	2
91.779	0.30504	2.3137	0.84002	1.2692	2
110	0.19672	2.5471	0.78186	0.86176	2
147.26	0.22194	3.0426	0.81008	1.8106	2
154.73	0.23521	2.431	0.75642	1.8527	2
23.49	0.6473	2.0636	0.6358	1.7256	2
190.65	0.21429	3.6352	0.77173	1.2239	2
129.85	0.20117	2.8048	0.85214	1.0567	2
67.588	0.22478	1.9556	0.80337	1.8489	2
162.38	0.19669	2.5103	0.84736	0.32539	2
193.55	0.19524	2.7021	0.83444	0.56857	2
39.358	0.39394	2.1179	0.77187	0.64479	2
55.686	0.56078	1.9462	0.67836	0.98118	2
78.07	0.19882	2.569	0.80721	1.0788	2
80.462	0.39117	2.9292	0.76133	1.3728	2
86.847	0.40629	2.6018	0.79539	0.84671	2
87.554	0.23006	3.0281	0.76155	0.79359	2
91.213	0.24009	2.9453	0.81014	1.0534	2
92.665	0.22319	3.2186	0.77677	1.2635	2
95.686	0.2037	2.6862	0.82508	0.97818	2
97.173	0.10499	2.6774	0.86158	0.59433	2
102.55	0.16072	3.0686	0.79629	0.90355	2
109.66	0.20122	2.8328	0.83318	0.75934	2
109.66	0.20122	2.8324	0.83351	0.75934	2
115.46	0.20421	2.3994	0.73742	0.93205	2
116.27	0.17213	2.9356	0.81035	1.0533	2
119.66	0.19268	3.4091	0.81974	1.3321	2
120.39	0.078292	2.5286	0.89282	0.32952	2
126.47	0.1798	2.7193	0.80189	0.79343	2
126.47	0.1798	2.7193	0.80149	0.79343	2
130.86	0.11407	2.8944	0.85418	0.36837	2
131.73	0.21428	2.9417	0.8464	0.8143	2
134.35	0.29417	2.8583	0.79495	0.91741	2
134.35	0.29417	2.8584	0.79544	0.91741	2
136.2	0.27989	2.7812	0.76378	0.71924	2
138.87	0.12181	2.9712	0.82714	1.0304	2
141.66	0.44026	2.8332	0.69697	1.1919	2
142.56	0.25337	2.5929	0.7757	0.6608	2
144.38	0.18514	3.0383	0.69859	1.0343	2
146.2	0.17262	2.7583	0.83714	0.67612	2
146.2	0.14889	3.0715	0.83118	0.63529	2
147.02	0.047037	3.2946	0.86259	1.0939	4
149.99	0.075547	2.9264	0.84187	0.61994	4
149.99	0.075547	2.9267	0.84231	0.61994	2
158.66	0.14043	2.4674	0.8115	0.40439	2
160.58	0.3332	3.0046	0.77444	0.96919	2
164.44	0.079621	2.5752	0.9004	0.51872	2
169.33	0.060861	3.2787	0.85013	1.2749	2
169.33	0.060861	3.2787	0.85013	1.2749	4
169.44	0.16378	2.8382	0.88192	0.63417	2
169.44	0.14362	3.0794	0.87598	1.1087	2
169.44	0.072716	2.6547	0.8829	0.62261	2
174.51	0.32056	2.436	0.81531	1.1909	2
179.55	0.1402	2.3601	0.80559	0.43904	2
179.55	0.1402	2.3601	0.80638	0.43904	2
182.83	0.09412	2.9869	0.85903	0.79527	2
264.25	0.13748	3.2933	0.83431	0.86076	2
92.977	0.33826	3.5705	0.79452	1.3863	2
46.142	0.17305	2.8718	0.87778	1.0746	2
157.13	0.21875	1.818	0.81689	0.85638	2
169.2	0.15231	3.4799	0.81426	1.197	2
163.54	0.141	2.7375	0.86845	1.38	2
220.23	0.18808	3.072	0.83762	0.99735	2
145.64	0.26044	3.07	0.82107	1.0923	2
106.65	0.33257	2.9168	0.79716	1.3722	2
121.88	0.33347	2.998	0.8176	1.1561	2
151.93	0.19227	1.7248	0.79242	0.70391	2
204.35	0.14862	3.2984	0.85625	1.1801	2
62.889	0.50477	2.9014	0.69619	1.9567	2
67.477	0.30027	2.6396	0.70725	1.4577	2
98.831	0.24752	3.0591	0.79918	2.0215	2
18.875	0.58281	2.3143	0.63608	2.6062	2
35.926	0.59177	1.4457	0.79369	1.6197	2
53.372	0.10416	2.2215	0.88774	0.89253	2
113.73	0.34789	2.288	0.80619	1.2219	2
29.797	0.44171	0.89066	0.80219	1.4132	2
40.004	0.41632	1.7398	0.75944	0.88917	2
45.545	0.23499	2.7573	0.75353	1.6787	2
57.616	0.37028	2.4384	0.76218	0.53374	2
57.616	0.37028	2.4384	0.76142	0.53374	2
59.337	0.22471	2.7309	0.80932	1.3156	2
61.736	0.30077	3.0465	0.82506	1.2613	2
64.117	0.382	3.0501	0.74469	1.0495	2
65.391	0.42775	2.59	0.73154	1.0313	2
65.391	0.42775	2.5898	0.73071	1.0313	2
102.93	0.41496	2.5755	0.69038	0.77206	2
103.77	0.23951	2.9186	0.81783	0.78855	2
106.08	0.26398	2.8438	0.82445	1.3905	2
106.08	0.25104	2.7808	0.76539	1.7483	2
116.54	0.12976	0.081133	0.86116	0.87055	2
122.42	0.36444	3.2746	0.76417	1.2344	2
124.03	0.27201	2.9752	0.75446	1.1407	2
125.8	0.10621	2.82	0.89645	0.70683	2
128.34	0.22922	2.7971	0.77739	0.85409	2
128.34	0.22922	2.7975	0.77735	0.85409	2
129.29	0.26744	2.8023	0.78495	1.2028	2
129.67	0.34533	3.2565	0.75926	1.4826	2
136.94	0.31905	2.5465	0.80183	0.70838	2
140.59	0.25957	1.889	0.77414	1.1346	2
146.3	0.23132	2.7671	0.88273	1.3015	2
159.49	0.29012	2.9132	0.79918	0.74224	2
159.49	0.29012	2.9131	0.79732	0.74224	2
159.49	0.28291	2.7994	0.80027	0.5503	2
165.33	0.23085	3.0502	0.8257	0.6501	2
173.26	0.22076	3.0655	0.78304	0.54067	2
176.33	0.10325	2.8413	0.80037	0.74639	2
176.33	0.10325	2.8414	0.80053	0.74639	2
183.49	0.23742	2.8445	0.8198	0.1619	2
183.49	0.23742	2.8445	0.8202	0.1619	2
183.49	0.11521	2.9202	0.87458	0.89275	2
187.58	0.093368	2.6768	0.84597	1.0219	2
199.28	0.2048	2.1869	0.8385	0.95025	2
200.34	0.15353	3.0547	0.7871	0.80261	2
200.34	0.15353	3.0549	0.7871	0.80261	2
203.66	0.086671	3.0523	0.87361	0.086411	4
209.17	0.20139	2.9624	0.823	1.3931	2
215.44	0.16564	2.7069	0.75965	1.2153	2
248.34	0.25371	2.6442	0.78224	0.6918	2
248.34	0.25371	2.6442	0.7822	0.69061	2
123.29	0.20317	3.142	0.77547	1.3228	2
136.95	0.35102	3.3314	0.80365	1.2296	2
161.92	0.33394	2.6779	0.75252	1.4205	2
164.11	0.29107	2.8959	0.78377	1.2596	2
51.974	0.46528	3.0329	0.73936	1.6601	2
111.12	0.091138	2.9775	0.80081	0.94837	2
120.3	0.21936	3.3837	0.78332	1.5227	2
97.982	0.32555	3.1057	0.78844	1.7752	2
101.94	0.38335	2.8718	0.79478	1.639	2
72.914	0.32996	2.7409	0.78751	1.9513	2
101.21	0.10701	2.9569	0.83646	1.3049	2
107.44	0.17683	2.7294	0.8349	1.1588	2
144.68	0.16371	2.9207	0.82208	1.1703	2
165.19	0.24967	3.2395	0.77131	1.7657	2
206.5	0.20273	3.3206	0.85304	1.202	2
80.559	0.28194	3.0178	0.76833	1.6438	2
89.473	0.20932	2.822	0.78285	0.61938	2
128.77	0.1454	2.5539	0.8256	0.84839	2
128.77	0.1454	2.5542	0.8256	0.84839	2
143.42	0.22094	3.2238	0.80151	1.2725	2
148.46	0.17197	2.7479	0.81965	0.79736	2
69.107	0.33168	2.8008	0.79353	2.5818	3
104.52	0.29277	2.705	0.78134	0.887	2
111.26	0.15668	3.1793	0.80526	1.3705	2
32.157	0.50255	1.7233	0.62864	2.8326	2
36.83	0.44397	2.0949	0.75914	2.3016	2
133.83	0.16176	2.7037	0.78483	1.2381	2
152.55	0.14194	2.9292	0.78545	1.1188	2
43.238	0.38105	2.6296	0.73524	0.84701	2
77.536	0.28406	2.5948	0.78023	1.1352	2
86.432	0.36176	2.5744	0.6872	0.7847	2
88.594	0.34924	2.8521	0.75468	0.62286	2
88.594	0.34924	2.852	0.75436	0.62119	2
97.352	0.17747	2.7305	0.83413	0.84544	2
97.352	0.17747	2.7312	0.83413	0.84544	2
98.824	0.18156	3.2746	0.78504	1.0394	2
112.83	0.2437	2.7401	0.78242	0.88164	2
123.52	0.094015	2.8663	0.80936	0.53781	4
123.52	0.094015	2.8662	0.80966	0.53781	2
128.12	0.16224	2.4429	0.84118	0.81112	2
133.82	0.26776	2.8589	0.8346	0.99372	2
133.82	0.26776	2.8589	0.83508	0.99283	2
133.91	0.34869	3.1635	0.79009	1.1011	2
140.88	0.13002	2.7213	0.84526	0.42584	2
143.64	0.13251	2.9567	0.86939	0.98808	2
144.53	0.14206	2.8711	0.86045	0.49988	2
162.33	0.19359	3.1196	0.86042	0.97047	2
170.1	0.19388	3.0347	0.81876	0.79325	2
175.09	0.26618	2.4378	0.79414	0.57356	2
175.09	0.26618	2.4377	0.79414	0.57356	2
179.05	0.10787	2.8486	0.80444	1.0644	2
181.15	0.20074	3.0436	0.80303	0.9897	2
185.29	0.2467	2.8679	0.8304	0.87195	2
194.62	0.19592	2.9129	0.84444	0.98988	2
196.7	0.18219	3.0571	0.82603	0.88655	2
198.91	0.11242	2.9906	0.87171	0.39048	2
215.31	0.070568	2.7986	0.90092	0.79039	2
219.69	0.19171	2.9146	0.80669	0.42713	2
219.69	0.11786	3.0137	0.88118	0.68124	2
234.5	0.19152	2.9499	0.82031	1.4635	2
243.82	0.23258	2.8314	0.82909	1.0533	2
18.935	0.62743	2.2637	0.72836	1.4767	2
122.66	0.28669	2.4165	0.83481	0.85183	2
